"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","TAXPROPERTY","TOT","PC_GDP","A","2012",0.506,
"CZE","TAXPROPERTY","TOT","PC_GDP","A","2013",0.469,
"CZE","TAXPROPERTY","TOT","PC_GDP","A","2014",0.444,
"CZE","TAXPROPERTY","TOT","PC_GDP","A","2015",0.373,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2000",1.558,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2001",1.625,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2002",1.674,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2003",1.77,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2004",1.788,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2005",1.838,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2006",1.823,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2007",1.808,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2008",1.906,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2009",1.829,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2010",1.856,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2011",1.895,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2012",1.786,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2013",1.82,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2014",1.852,
"DNK","TAXPROPERTY","TOT","PC_GDP","A","2015",1.953,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2000",1.114,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2001",1.004,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2002",1.039,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2003",0.995,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2004",1.074,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2005",1.152,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2006",1.065,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2007",1.078,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2008",1.057,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2009",1.051,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2010",1.115,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2011",1.086,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2012",1.182,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2013",1.278,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2014",1.324,
"FIN","TAXPROPERTY","TOT","PC_GDP","A","2015",1.443,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2000",2.949,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2001",2.912,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2002",2.945,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2003",3.016,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2004",3.144,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2005",3.293,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2006",3.353,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2007",3.34,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2008",3.225,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2009",3.299,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2010",3.513,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2011",3.618,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2012",3.759,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2013",3.817,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2014",3.88,
"FRA","TAXPROPERTY","TOT","PC_GDP","A","2015",4.065,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2000",0.827,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2001",0.801,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2002",0.786,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2003",0.815,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2004",0.836,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2005",0.836,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2006",0.849,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2007",0.87,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2008",0.831,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2009",0.827,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2010",0.814,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2011",0.852,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2012",0.891,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2013",0.924,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2014",0.963,
"DEU","TAXPROPERTY","TOT","PC_GDP","A","2015",1.077,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2000",2.033,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2001",1.63,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2002",1.435,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2003",1.371,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2004",1.267,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2005",1.301,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2006",1.618,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2007",1.659,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2008",1.69,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2009",1.989,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2010",1.655,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2011",2.334,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2012",2.53,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2013",2.99,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2014",1.437,
"GRC","TAXPROPERTY","TOT","PC_GDP","A","2015",1.955,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2000",0.669,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2001",0.692,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2002",0.689,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2003",0.804,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2004",0.837,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2005",0.832,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2006",0.82,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2007",0.794,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2008",0.854,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2009",0.819,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2010",1.154,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2011",1.127,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2012",1.227,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2013",1.293,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2014",1.297,
"HUN","TAXPROPERTY","TOT","PC_GDP","A","2015",1.296,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2000",2.848,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2001",2.711,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2002",2.513,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2003",2.265,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2004",2.455,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2005",2.585,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2006",2.141,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2007",2.384,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2008",2.154,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2009",2.064,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2010",2.353,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2011",2.31,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2012",2.495,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2013",2.475,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2014",2.495,
"ISL","TAXPROPERTY","TOT","PC_GDP","A","2015",1.988,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2000",1.755,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2001",1.681,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2002",1.5,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2003",1.865,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2004",2.015,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2005",2.21,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2006",2.694,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2007",2.427,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2008",1.775,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2009",1.45,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2010",1.43,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2011",1.644,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2012",1.75,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2013",2.016,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2014",2.196,
"IRL","TAXPROPERTY","TOT","PC_GDP","A","2015",1.507,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2000",1.885,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2001",1.777,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2002",2.048,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2003",3.116,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2004",2.414,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2005",1.96,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2006",2.041,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2007",2.028,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2008",1.792,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2009",2.606,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2010",2.022,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2011",2.205,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2012",2.705,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2013",2.735,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2014",2.901,
"ITA","TAXPROPERTY","TOT","PC_GDP","A","2015",2.795,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2000",2.798,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2001",2.822,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2002",2.779,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2003",2.614,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2004",2.606,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2005",2.637,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2006",2.551,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2007",2.561,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2008",2.678,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2009",2.732,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2010",2.68,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2011",2.763,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2012",2.68,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2013",2.682,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2014",2.718,
"JPN","TAXPROPERTY","TOT","PC_GDP","A","2015",2.607,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2000",2.652,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2001",2.487,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2002",2.791,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2003",2.674,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2004",2.47,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2005",2.685,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2006",3.106,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2007",3.174,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2008",2.94,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2009",2.761,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2010",2.649,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2011",2.743,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2012",2.629,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2013",2.508,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2014",2.712,
"KOR","TAXPROPERTY","TOT","PC_GDP","A","2015",3.12,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2000",3.975,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2001",3.682,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2002",3.044,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2003",2.834,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2004",2.881,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2005",3.238,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2006",3.373,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2007",3.52,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2008",2.747,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2009",2.581,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2010",2.687,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2011",2.631,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2012",2.733,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2013",2.785,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2014",2.976,
"LUX","TAXPROPERTY","TOT","PC_GDP","A","2015",3.289,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2000",0.228,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2001",0.258,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2002",0.277,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2003",0.267,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2004",0.264,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2005",0.284,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2006",0.281,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2007",0.291,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2008",0.292,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2009",0.294,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2010",0.294,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2011",0.284,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2012",0.29,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2013",0.288,
"MEX","TAXPROPERTY","TOT","PC_GDP","A","2014",0.319,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2000",1.963,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2001",1.818,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2002",1.874,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2003",1.788,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2004",1.851,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2005",1.938,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2006",1.698,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2007",1.69,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2008",1.548,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2009",1.403,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2010",1.389,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2011",1.23,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2012",1.094,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2013",1.238,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2014",1.449,
"NLD","TAXPROPERTY","TOT","PC_GDP","A","2015",1.438,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2000",1.729,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2001",1.669,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2002",1.703,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2003",1.7,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2004",1.723,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2005",1.768,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2006",1.828,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2007",1.807,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2008",1.943,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2009",1.961,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2010",2.001,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2011",1.995,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2012",2.005,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2013",1.921,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2014",2.006,
"NZL","TAXPROPERTY","TOT","PC_GDP","A","2015",2.027,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2000",0.965,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2001",1.022,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2002",1.035,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2003",1.061,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2004",1.098,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2005",1.09,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2006",1.163,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2007",1.179,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2008",1.158,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2009",1.198,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2010",1.192,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2011",1.175,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2012",1.191,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2013",1.213,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2014",1.214,
"NOR","TAXPROPERTY","TOT","PC_GDP","A","2015",1.115,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2000",1.417,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2001",1.671,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2002",1.629,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2003",1.521,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2004",1.499,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2005",1.495,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2006",1.452,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2007",1.442,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2008",1.435,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2009",1.354,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2010",1.32,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2011",1.282,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2012",1.335,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2013",1.396,
"POL","TAXPROPERTY","TOT","PC_GDP","A","2014",1.396,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2000",1.143,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2001",1.068,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2002",1.138,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2003",1.107,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2004",1.062,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2005",1.13,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2006",1.193,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2007",1.302,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2008",1.192,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2009",1.086,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2010",1.075,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2011",1.105,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2012",1.05,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2013",1.124,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2014",1.244,
"PRT","TAXPROPERTY","TOT","PC_GDP","A","2015",1.319,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2000",0.613,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2001",0.578,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2002",0.585,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2003",0.569,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2004",0.537,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2005",0.492,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2006",0.437,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2007",0.389,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2008",0.368,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2009",0.419,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2010",0.411,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2011",0.406,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2012",0.436,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2013",0.443,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2014",0.438,
"SVK","TAXPROPERTY","TOT","PC_GDP","A","2015",0.429,
"ESP","TAXPROPERTY","TOT","PC_GDP","A","2000",2.105,
"ESP","TAXPROPERTY","TOT","PC_GDP","A","2001",2.053,
"ESP","TAXPROPERTY","TOT","PC_GDP","A","2002",2.186,
"ESP","TAXPROPERTY","TOT","PC_GDP","A","2003",2.414,
"ESP","TAXPROPERTY","TOT","PC_GDP","A","2004",2.684,
