1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,1
1023,1
1024,0
1025,0
1026,1
1027,0
1028,1
1029,1
1030,0
1031,1
1032,0
1033,0
1034,1
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1
1046,0
1047,1
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,0
1058,1
1059,0
1060,0
1061,0
1062,1
1063,1
1064,1
1065,0
1066,1
1067,1
1068,0
1069,0
1070,1
1071,1
1072,0
1073,0
1074,1
1075,1
1076,0
1077,0
1078,1
1079,0
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,1
1106,0
1107,1
1108,0
1109,1
1110,0
1111,1
1112,0
1113,0
1114,0
1115,0
1116,1
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,1
1161,1
1162,0
1163,0
1164,1
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,1
1172,1
1173,0
1174,0
1175,0
1176,1
1177,1
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,1
1213,1
1214,1
1215,1
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,1
1226,0
1227,1
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,0
1244,1
1245,0
1246,0
1247,1
1248,0
1249,0
1250,0
1251,1
1252,0
1253,1
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,1
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,1
1285,1
1286,1
1287,1
1288,1
1289,0
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
